2008-10-02, #NA
2008-10-03, 4
2008-10-04, 2
2008-10-05, 1
2008-10-06, 1
2008-10-07, 1
2008-10-08, 2
2008-10-09, 1
2008-10-10, 2
2008-10-11, 1
2008-10-12, 1
2008-10-13, 1
2008-10-14, 4
2008-10-15, 2
2008-10-16, 2
2008-10-17, 6
2008-10-18, #NA
2008-10-19, #NA
2008-10-20, #NA
2008-10-21, #NA
2008-10-22, 1
2008-10-23, 1
2008-10-24, 1
2008-10-25, 3
2008-10-26, 2
2008-10-27, 2
2008-10-28, 1
2008-10-29, 1
2008-10-30, 1
2008-10-31, 1
2008-11-01, 1
2008-11-02, 1
2008-11-03, 1
2008-11-04, 2
2008-11-05, 284
2008-11-06, 2
2008-11-07, 41
2008-11-08, 3
2008-11-09, 1
2008-11-10, 1
2008-11-11, 2
2008-11-12, 3
2008-11-13, 1
2008-11-14, 1
2008-11-15, 6
2008-11-16, 1
2008-11-17, 1
2008-11-18, 1
2008-11-19, 2
2008-11-20, 1
2008-11-21, 2
2008-11-22, 3
2008-11-23, 2
2008-11-24, 2
2008-11-25, 2
2008-11-26, 4
2008-11-27, 2
2008-11-28, 1
2008-11-29, 1
2008-11-30, 2
2008-12-01, 2
2008-12-02, 5
2008-12-03, 2
2008-12-04, 2
2008-12-05, 5
2008-12-06, 709
2008-12-07, 570
2008-12-08, 423
2008-12-09, 786
2008-12-10, 736
2008-12-11, 770
2008-12-12, 655
2008-12-13, 723
2008-12-14, 442
2008-12-15, 503
2008-12-16, 648
2008-12-17, 765
2008-12-18, 730
2008-12-19, 846
2008-12-20, 706
2008-12-21, 488
2008-12-22, 431
2008-12-23, 649
2008-12-24, 712
2008-12-25, 564
2008-12-26, 360
2008-12-27, 403
2008-12-28, 502
2008-12-29, 654
2008-12-30, 789
2008-12-31, 569
2009-01-01, 490
2009-01-02, 588
2009-01-03, 517
2009-01-04, 573
2009-01-05, 953
2009-01-06, 813
2009-01-07, 962
2009-01-08, 1007
2009-01-09, 933
2009-01-10, 771
2009-01-11, 746
2009-01-12, 855
2009-01-13, 832
2009-01-14, 1176
2009-01-15, 1130
2009-01-16, 877
2009-01-17, 801
2009-01-18, 854
2009-01-19, 481
2009-01-20, 247
2009-01-21, 561
2009-01-22, 961
2009-01-23, 945
2009-01-24, 609
2009-01-25, 617
2009-01-26, 835
2009-01-27, 916
2009-01-28, 1184
2009-01-29, 1155
2009-01-30, 1172
2009-01-31, 1109
2009-02-01, 957
