2008-10-02, 2
2008-10-03, 1
2008-10-04, 2
2008-10-05, #NA
2008-10-06, #NA
2008-10-07, 3
2008-10-08, #NA
2008-10-09, #NA
2008-10-10, 1
2008-10-11, 3
2008-10-12, 1
2008-10-13, #NA
2008-10-14, #NA
2008-10-15, #NA
2008-10-16, 1
2008-10-17, #NA
2008-10-18, #NA
2008-10-19, #NA
2008-10-20, #NA
2008-10-21, #NA
2008-10-22, 1
2008-10-23, 3
2008-10-24, 1
2008-10-25, #NA
2008-10-26, #NA
2008-10-27, #NA
2008-10-28, #NA
2008-10-29, 1
2008-10-30, #NA
2008-10-31, 1
2008-11-01, #NA
2008-11-02, 1
2008-11-03, 1
2008-11-04, #NA
2008-11-05, 75
2008-11-06, #NA
2008-11-07, 1
2008-11-08, #NA
2008-11-09, #NA
2008-11-10, #NA
2008-11-11, 1
2008-11-12, 1
2008-11-13, 1
2008-11-14, 1
2008-11-15, #NA
2008-11-16, 2
2008-11-17, #NA
2008-11-18, #NA
2008-11-19, 1
2008-11-20, #NA
2008-11-21, 1
2008-11-22, 1
2008-11-23, 2
2008-11-24, #NA
2008-11-25, 1
2008-11-26, #NA
2008-11-27, #NA
2008-11-28, #NA
2008-11-29, 1
2008-11-30, 1
2008-12-01, #NA
2008-12-02, 4
2008-12-03, 3
2008-12-04, 2
2008-12-05, 3
2008-12-06, 339
2008-12-07, 185
2008-12-08, 140
2008-12-09, 349
2008-12-10, 341
2008-12-11, 350
2008-12-12, 276
2008-12-13, 318
2008-12-14, 196
2008-12-15, 229
2008-12-16, 298
2008-12-17, 342
2008-12-18, 302
2008-12-19, 369
2008-12-20, 299
2008-12-21, 176
2008-12-22, 167
2008-12-23, 273
2008-12-24, 318
2008-12-25, 286
2008-12-26, 189
2008-12-27, 147
2008-12-28, 158
2008-12-29, 251
2008-12-30, 342
2008-12-31, #NA
2009-01-01, 156
2009-01-02, 205
2009-01-03, 173
2009-01-04, 242
2009-01-05, 512
2009-01-06, 408
2009-01-07, 421
2009-01-08, 407
2009-01-09, 371
2009-01-10, 272
2009-01-11, 280
2009-01-12, 405
2009-01-13, 397
2009-01-14, 568
2009-01-15, 523
2009-01-16, 421
2009-01-17, 302
2009-01-18, 302
2009-01-19, 167
2009-01-20, 92
2009-01-21, 283
2009-01-22, 514
2009-01-23, 400
2009-01-24, 265
2009-01-25, 220
2009-01-26, 363
2009-01-27, 411
2009-01-28, 577
2009-01-29, 528
2009-01-30, 504
2009-01-31, 428
2009-02-01, 392
2009-02-02, 439
2009-02-03, 488
2009-02-04, 537
2009-02-05, 534
2009-02-06, 491
2009-02-07, 441
2009-02-08, 324
2009-02-09, 545
2009-02-10, 544
2009-02-11, 525
2009-02-12, 538
2009-02-13, 489
2009-02-14, 388
2009-02-15, 366
