2008-10-02, 2
2008-10-03, 2
2008-10-04, 1
2008-10-05, 1
2008-10-06, 1
2008-10-07, #NA
2008-10-08, #NA
2008-10-09, #NA
2008-10-10, 1
2008-10-11, 1
2008-10-12, 1
2008-10-13, 1
2008-10-14, 2
2008-10-15, 2
2008-10-16, 2
2008-10-17, 4
2008-10-18, 4
2008-10-19, 4
2008-10-20, 3
2008-10-21, 1
2008-10-22, 5
2008-10-23, 2
2008-10-24, 2
2008-10-25, 3
2008-10-26, 3
2008-10-27, #NA
2008-10-28, 1
2008-10-29, #NA
2008-10-30, 2
2008-10-31, #NA
2008-11-01, 2
2008-11-02, 3
2008-11-03, 3
2008-11-04, 1
2008-11-05, 249
2008-11-06, 1
2008-11-07, 2
2008-11-08, 1
2008-11-09, 63
2008-11-10, 16
2008-11-11, 2
2008-11-12, 1
2008-11-13, 1
2008-11-14, 1
2008-11-15, 3
2008-11-16, #NA
2008-11-17, 3
2008-11-18, 1
2008-11-19, 2
2008-11-20, 1
2008-11-21, 1
2008-11-22, 1
2008-11-23, 1
2008-11-24, 1
2008-11-25, 1
2008-11-26, 3
2008-11-27, 3
2008-11-28, 3
2008-11-29, 2
2008-11-30, 2
2008-12-01, 1
2008-12-02, #NA
2008-12-03, 1
2008-12-04, 4
2008-12-05, 2
2008-12-06, 638
2008-12-07, 460
2008-12-08, 396
2008-12-09, 624
2008-12-10, 561
2008-12-11, 676
2008-12-12, 543
2008-12-13, 683
2008-12-14, 450
2008-12-15, 434
2008-12-16, 593
2008-12-17, 667
2008-12-18, 635
2008-12-19, 708
2008-12-20, 579
2008-12-21, 380
2008-12-22, 450
2008-12-23, 543
2008-12-24, 679
2008-12-25, 492
2008-12-26, 268
2008-12-27, 297
2008-12-28, 383
2008-12-29, 497
2008-12-30, 608
2008-12-31, 460
2009-01-01, 384
2009-01-02, 433
2009-01-03, 460
2009-01-04, 563
2009-01-05, 750
2009-01-06, 606
2009-01-07, 768
2009-01-08, 866
2009-01-09, 885
2009-01-10, 686
2009-01-11, 670
2009-01-12, 735
2009-01-13, 676
2009-01-14, 1013
2009-01-15, 1384
2009-01-16, 735
2009-01-17, 745
2009-01-18, 717
2009-01-19, 518
2009-01-20, 184
2009-01-21, 517
2009-01-22, 818
2009-01-23, 816
2009-01-24, 648
2009-01-25, 549
2009-01-26, 686
2009-01-27, 841
2009-01-28, 1123
2009-01-29, 1002
2009-01-30, 949
2009-01-31, 827
2009-02-01, 877
2009-02-02, 777
2009-02-03, 887
2009-02-04, 990
2009-02-05, 1007
2009-02-06, 953
2009-02-07, 962
2009-02-08, 1058
2009-02-09, 955
2009-02-10, 1147
2009-02-11, 1059
2009-02-12, 1061
2009-02-13, 1407
2009-02-14, 1165
2009-02-15, 966
2009-02-16, 1185
2009-02-17, 1005
2009-02-18, 1004
2009-02-19, 845
2009-02-20, 1216
2009-02-21, 1122
2009-02-22, 1122
2009-02-23, 1125
2009-02-24, 1180
2009-02-25, 1016
2009-02-26, 1001
2009-02-27, 1112
2009-02-28, 1186
2009-03-01, 193
2009-03-02, 205
2009-03-03, 144
2009-03-04, 176
2009-03-05, 173
2009-03-06, 152
2009-03-07, 151
2009-03-08, 184
2009-03-09, 179
2009-03-10, 155
2009-03-11, 194
2009-03-12, 173
2009-03-13, 176
2009-03-14, 204
2009-03-15, 193
2009-03-16, 162
2009-03-17, 163
2009-03-18, 138
2009-03-19, 187
2009-03-20, 147
2009-03-21, 138
2009-03-22, 137
2009-03-23, 138
2009-03-24, 118
2009-03-25, 135
2009-03-26, 128
2009-03-27, 116
2009-03-28, 163
2009-03-29, 153
2009-03-30, 142
2009-03-31, 117
2009-04-01, 1310
2009-04-02, 1288
2009-04-03, 1530
2009-04-04, 1320
2009-04-05, 1409
2009-04-06, 966
2009-04-07, 1051
2009-04-08, 1240
